"#","Date Submitted","Team Name","Team #","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","Late","Grade"
"2","","Sandite Varsity Botball","0077","3 points","3 points","2 points","1 points","1 point","3 points","2 points","6 points","3 points","1 point","3 points","2 points","6 points","3 points","1 point","3 points","2 points","6 points","3 points","1 point","3 points","2 points","6 points","3 points","1 point","0 points","1 point","6 points","6 points","10 points","no","93"
"1","","Sandite Junior Varsity","0651","3 points","3 points","2 points","1 points","1 point","3 points","2 points","6 points","3 points","1 point","3 points","2 points","6 points","3 points","1 point","3 points","2 points","6 points","3 points","1 point","3 points","2 points","6 points","3 points","1 point","0 points","1 point","6 points","6 points","10 points","no","93"
